Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1128299,8/3/23,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$55.00 ,400,"$220,000 ","$88,000 ",40%,Online
Sports Direct,1185732,8/3/23,Southeast,North Carolina,Charlotte,Men's Apparel,$61.00 ,163,"$9,943 ","$4,872 ",49%,Online
Foot Locker,1185732,8/3/23,Northeast,Rhode Island,Providence,Men's Apparel,$41.00 ,35,"$1,435 ",$588 ,41%,Online
Sports Direct,1197831,8/3/23,South,Tennessee,Knoxville,Women's Athletic Footwear,$44.00 ,176,"$7,744 ","$4,646 ",60%,Outlet
Kohl's,1197831,8/3/23,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$11.00 ,96,"$1,056 ",$401 ,38%,Outlet
Amazon,1185732,8/3/23,Northeast,New Hampshire,Manchester,Women's Apparel,$45.00 ,75,"$3,375 ","$1,586 ",47%,Online
Kohl's,1185732,8/3/23,Northeast,New York,Albany,Women's Street Footwear,$52.00 ,163,"$8,476 ","$3,306 ",39%,Online
Foot Locker,1185732,8/3/23,Midwest,Michigan,Detroit,Women's Athletic Footwear,$24.00 ,77,"$1,848 ",$961 ,52%,Online
Amazon,1185732,8/3/23,Northeast,New Hampshire,Manchester,Women's Street Footwear,$42.00 ,101,"$4,242 ","$1,442 ",34%,Outlet
West Gear,1185732,8/3/23,Northeast,New York,Albany,Women's Athletic Footwear,$50.00 ,500,"$250,000 ","$75,000 ",30%,In-store
West Gear,1185732,8/3/23,Northeast,New York,Albany,Men's Athletic Footwear,$54.00 ,175,"$9,450 ","$4,536 ",48%,Online
Sports Direct,1197831,8/3/23,South,Texas,Dallas,Women's Street Footwear,$63.00 ,176,"$11,088 ","$6,098 ",55%,Online
West Gear,1185732,8/3/23,Midwest,Indiana,Indianapolis,Men's Apparel,$32.00 ,44,"$1,408 ",$605 ,43%,Online
Sports Direct,1197831,8/3/23,South,Texas,Dallas,Men's Apparel,$40.00 ,300,"$120,000 ","$30,000 ",25%,Outlet
Foot Locker,1185732,8/3/23,Midwest,Iowa,Des Moines,Men's Apparel,$46.00 ,60,"$2,760 ","$1,656 ",60%,Online
Foot Locker,1128299,8/3/23,West,Arizona,Phoenix,Women's Street Footwear,$55.00 ,475,"$261,250 ","$91,438 ",35%,Online
Kohl's,1185732,8/3/23,Northeast,Delaware,Wilmington,Women's Street Footwear,$55.00 ,320,"$176,000 ","$70,400 ",40%,In-store
Foot Locker,1128299,8/3/23,Southeast,Virginia,Richmond,Men's Athletic Footwear,$62.00 ,176,"$10,912 ","$5,020 ",46%,Online
West Gear,1128299,8/3/23,South,Louisiana,New Orleans,Men's Athletic Footwear,$72.00 ,216,"$15,552 ","$7,776 ",50%,Online
Foot Locker,1185732,8/3/23,Northeast,Connecticut,Hartford,Men's Street Footwear,$51.00 ,149,"$7,599 ","$3,268 ",43%,Outlet
Sports Direct,1197831,8/3/23,South,Alabama,Birmingham,Men's Apparel,$60.00 ,500,"$300,000 ","$135,000 ",45%,Outlet
Walmart,1128299,8/3/23,Southeast,Florida,Orlando,Men's Athletic Footwear,$74.00 ,263,"$19,462 ","$5,449 ",28%,Outlet
Walmart,1197831,8/3/23,South,Arkansas,Little Rock,Men's Apparel,$45.00 ,325,"$146,250 ","$51,188 ",35%,Online
Walmart,1128299,8/3/23,Southeast,Florida,Orlando,Men's Street Footwear,$47.00 ,171,"$8,037 ","$2,893 ",36%,Outlet
West Gear,1185732,8/3/23,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$35.00 ,150,"$52,500 ","$15,750 ",30%,In-store
Sports Direct,1185732,8/3/23,Southeast,Virginia,Richmond,Men's Street Footwear,$26.00 ,256,"$6,656 ","$3,661 ",55%,Outlet
Sports Direct,1185732,8/3/23,South,Mississippi,Jackson,Women's Street Footwear,$59.00 ,137,"$8,083 ","$4,365 ",54%,Online
Sports Direct,1197831,8/3/23,South,Texas,Dallas,Women's Apparel,$55.00 ,875,"$481,250 ","$240,625 ",50%,Outlet
Foot Locker,1185732,8/3/23,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$23.00 ,38,$874 ,$393 ,45%,Online
Foot Locker,1185732,8/3/23,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$60.00 ,900,"$540,000 ","$189,000 ",35%,Online
Amazon,1185732,8/3/23,Southeast,Kentucky,Louisville,Men's Apparel,$50.00 ,200,"$100,000 ","$35,000 ",35%,Online
Foot Locker,1185732,8/3/23,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$41.00 ,60,"$2,460 ","$1,255 ",51%,Online
Kohl's,1197831,8/3/23,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$19.00 ,56,"$1,064 ",$521 ,49%,Online
Amazon,1185732,8/4/23,Northeast,New Hampshire,Manchester,Women's Apparel,$46.00 ,98,"$4,508 ","$2,164 ",48%,Online
Sports Direct,1185732,8/4/23,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$45.00 ,675,"$303,750 ","$121,500 ",40%,Online
West Gear,1128299,8/4/23,West,Utah,Salt Lake City,Men's Street Footwear,$27.00 ,98,"$2,646 ","$1,270 ",48%,Online
West Gear,1185732,8/4/23,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$25.00 ,100,"$25,000 ","$7,500 ",30%,In-store
West Gear,1185732,8/4/23,Southeast,Florida,Orlando,Women's Street Footwear,$35.00 ,650,"$227,500 ","$56,875 ",25%,In-store
West Gear,1197831,8/4/23,South,Oklahoma,Oklahoma City,Men's Apparel,$35.00 ,250,"$87,500 ","$30,625 ",35%,Online
Kohl's,1189833,8/4/23,Midwest,Montana,Billings,Women's Apparel,$60.00 ,500,"$300,000 ","$75,000 ",25%,Outlet
West Gear,1185732,8/4/23,Northeast,New York,Albany,Women's Apparel,$59.00 ,169,"$9,971 ","$6,282 ",63%,Online
Amazon,1185732,8/4/23,Southeast,Kentucky,Louisville,Women's Street Footwear,$40.00 ,275,"$110,000 ","$44,000 ",40%,Online
Amazon,1185732,8/4/23,Northeast,Vermont,Burlington,Women's Street Footwear,$48.00 ,105,"$5,040 ","$2,318 ",46%,Online
Amazon,1185732,8/4/23,Northeast,Vermont,Burlington,Men's Apparel,$67.00 ,80,"$5,360 ","$2,680 ",50%,Online
West Gear,1128299,8/4/23,West,California,San Francisco,Men's Athletic Footwear,$70.00 ,925,"$647,500 ","$129,500 ",20%,Outlet
Foot Locker,1185732,8/4/23,Northeast,New Hampshire,Manchester,Women's Apparel,$78.00 ,116,"$9,048 ","$4,253 ",47%,Online
Foot Locker,1185732,8/4/23,Northeast,West Virginia,Charleston,Men's Apparel,$42.00 ,33,"$1,386 ",$596 ,43%,Online
Foot Locker,1185732,8/4/23,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$60.00 ,45,"$2,700 ","$1,242 ",46%,Online
Kohl's,1189833,8/4/23,Midwest,Montana,Billings,Men's Apparel,$44.00 ,56,"$2,464 ","$1,823 ",74%,Online
Amazon,1185732,8/4/23,Northeast,Massachusetts,Boston,Men's Apparel,$52.00 ,68,"$3,536 ","$1,662 ",47%,Online
Sports Direct,1185732,8/4/23,Northeast,Connecticut,Hartford,Women's Apparel,$40.00 ,250,"$100,000 ","$35,000 ",35%,In-store
Foot Locker,1185732,8/4/23,Midwest,Illinois,Chicago,Women's Athletic Footwear,$45.00 ,75,"$33,750 ","$13,500 ",40%,Outlet
Foot Locker,1197831,8/4/23,West,Idaho,Boise,Women's Street Footwear,$30.00 ,450,"$135,000 ","$47,250 ",35%,Online
West Gear,1185732,8/4/23,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$20.00 ,450,"$90,000 ","$27,000 ",30%,In-store
Foot Locker,1185732,8/4/23,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$70.00 ,175,"$122,500 ","$42,875 ",35%,Outlet
Amazon,1185732,8/4/23,Northeast,Vermont,Burlington,Men's Athletic Footwear,$54.00 ,80,"$4,320 ","$2,419 ",56%,Online
Foot Locker,1185732,8/4/23,Southeast,South Carolina,Charleston,Men's Street Footwear,$65.00 ,"1,150","$747,500 ","$336,375 ",45%,Online
Sports Direct,1185732,8/4/23,Midwest,Michigan,Detroit,Women's Street Footwear,$25.00 ,124,"$3,100 ","$1,240 ",40%,Online
Foot Locker,1185732,8/4/23,Midwest,North Dakota,Fargo,Women's Apparel,$63.00 ,78,"$4,914 ","$2,604 ",53%,Online
West Gear,1185732,8/5/23,Midwest,Indiana,Indianapolis,Women's Street Footwear,$45.00 ,225,"$101,250 ","$35,438 ",35%,In-store
West Gear,1185732,8/5/23,Northeast,West Virginia,Charleston,Men's Street Footwear,$58.00 ,179,"$10,382 ","$5,399 ",52%,Online
West Gear,1197831,8/5/23,West,Idaho,Boise,Men's Athletic Footwear,$55.00 ,775,"$426,250 ","$170,500 ",40%,Online
Sports Direct,1128299,8/5/23,Southeast,Virginia,Richmond,Men's Apparel,$72.00 ,133,"$9,576 ","$4,884 ",51%,Online
West Gear,1197831,8/5/23,South,Arkansas,Little Rock,Men's Apparel,$56.00 ,105,"$5,880 ","$2,411 ",41%,Outlet
West Gear,1185732,8/5/23,West,Utah,Salt Lake City,Women's Athletic Footwear,$20.00 ,375,"$75,000 ","$30,000 ",40%,In-store
Amazon,1185732,8/5/23,Southeast,Kentucky,Louisville,Men's Athletic Footwear,$33.00 ,77,"$2,541 ","$1,245 ",49%,Online
Kohl's,1197831,8/5/23,South,Oklahoma,Oklahoma City,Men's Apparel,$71.00 ,77,"$5,467 ","$2,679 ",49%,Online
Foot Locker,1185732,8/5/23,Northeast,Delaware,Wilmington,Women's Apparel,$59.00 ,120,"$7,080 ","$3,682 ",52%,Online
West Gear,1185732,8/5/23,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$47.00 ,91,"$4,277 ","$2,010 ",47%,Online
Sports Direct,1128299,8/5/23,Southeast,Georgia,Atlanta,Women's Apparel,$70.00 ,475,"$332,500 ","$83,125 ",25%,Online
West Gear,1128299,8/5/23,South,Louisiana,New Orleans,Men's Athletic Footwear,$36.00 ,107,"$3,852 ","$1,772 ",46%,Outlet
Sports Direct,1128299,8/5/23,West,New Mexico,Albuquerque,Men's Street Footwear,$30.00 ,450,"$135,000 ","$54,000 ",40%,Online
Foot Locker,1185732,8/5/23,Midwest,Illinois,Chicago,Women's Athletic Footwear,$44.00 ,20,$880 ,$440 ,50%,Online
Foot Locker,1185732,8/5/23,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$33.00 ,25,$825 ,$363 ,44%,Online
Sports Direct,1185732,8/5/23,Midwest,South Dakota,Sioux Falls,Women's Apparel,$65.00 ,250,"$162,500 ","$65,000 ",40%,Online
Sports Direct,1185732,8/5/23,South,Mississippi,Jackson,Women's Athletic Footwear,$43.00 ,153,"$6,579 ","$2,895 ",44%,Outlet
Foot Locker,1185732,8/5/23,Midwest,Illinois,Chicago,Women's Athletic Footwear,$46.00 ,53,"$2,438 ","$1,292 ",53%,Online
West Gear,1185732,8/5/23,Northeast,West Virginia,Charleston,Women's Street Footwear,$50.00 ,112,"$5,600 ","$2,968 ",53%,Online
Foot Locker,1197831,8/5/23,West,Idaho,Boise,Women's Athletic Footwear,$33.00 ,162,"$5,346 ","$2,940 ",55%,Outlet
Foot Locker,1128299,8/5/23,West,Hawaii,Honolulu,Women's Athletic Footwear,$75.00 ,475,"$356,250 ","$89,063 ",25%,Outlet
Amazon,1185732,8/5/23,Northeast,Massachusetts,Boston,Men's Street Footwear,$49.00 ,120,"$5,880 ","$2,058 ",35%,Outlet
Amazon,1185732,8/5/23,Southeast,Kentucky,Louisville,Women's Street Footwear,$28.00 ,56,"$1,568 ",$862 ,55%,Online
Foot Locker,1185732,8/5/23,Northeast,Maryland,Baltimore,Women's Apparel,$65.00 ,200,"$130,000 ","$39,000 ",30%,In-store
Kohl's,1197831,8/5/23,Midwest,Kansas,Wichita,Women's Apparel,$20.00 ,325,"$65,000 ","$22,750 ",35%,Online
Sports Direct,1197831,8/6/23,South,Tennessee,Knoxville,Men's Athletic Footwear,$30.00 ,675,"$202,500 ","$91,125 ",45%,Outlet
Kohl's,1189833,8/6/23,West,California,Los Angeles,Women's Athletic Footwear,$31.00 ,173,"$5,363 ","$2,038 ",38%,Outlet
Foot Locker,1185732,8/6/23,Northeast,Maryland,Baltimore,Women's Apparel,$55.00 ,300,"$165,000 ","$49,500 ",30%,In-store
Foot Locker,1197831,8/6/23,Midwest,Kansas,Wichita,Men's Athletic Footwear,$60.00 ,400,"$240,000 ","$84,000 ",35%,Online
West Gear,1128299,8/6/23,West,California,San Francisco,Women's Street Footwear,$40.00 ,247,"$9,880 ","$3,359 ",34%,Outlet
Foot Locker,1185732,8/6/23,South,Mississippi,Jackson,Women's Athletic Footwear,$19.00 ,98,"$1,862 ",$857 ,46%,Outlet
Sports Direct,1185732,8/6/23,Midwest,Michigan,Detroit,Women's Athletic Footwear,$30.00 ,325,"$97,500 ","$34,125 ",35%,In-store
Sports Direct,1185732,8/6/23,Northeast,Massachusetts,Boston,Women's Street Footwear,$41.00 ,39,"$1,599 ",$592 ,37%,Online
Sports Direct,1197831,8/6/23,South,Texas,Dallas,Women's Street Footwear,$32.00 ,190,"$6,080 ","$2,675 ",44%,Outlet
West Gear,1197831,8/6/23,South,Arkansas,Little Rock,Men's Street Footwear,$67.00 ,203,"$13,601 ","$7,481 ",55%,Online
Foot Locker,1185732,8/6/23,Northeast,Delaware,Wilmington,Men's Apparel,$50.00 ,150,"$75,000 ","$22,500 ",30%,In-store
Sports Direct,1128299,8/6/23,West,New Mexico,Albuquerque,Men's Athletic Footwear,$37.00 ,112,"$4,144 ","$2,279 ",55%,Online
Amazon,1185732,8/6/23,Midwest,Ohio,Columbus,Women's Street Footwear,$20.00 ,475,"$95,000 ","$38,000 ",40%,Online
Amazon,1185732,8/6/23,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,$55.00 ,131,"$7,205 ","$3,603 ",50%,Online
West Gear,1128299,8/6/23,South,Louisiana,New Orleans,Women's Athletic Footwear,$45.00 ,250,"$112,500 ","$45,000 ",40%,Online
Amazon,1185732,8/6/23,Northeast,Vermont,Burlington,Men's Street Footwear,$50.00 ,600,"$300,000 ","$120,000 ",40%,In-store
Foot Locker,1185732,8/6/23,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$45.00 ,125,"$56,250 ","$19,688 ",35%,Outlet
Foot Locker,1185732,8/6/23,Northeast,West Virginia,Charleston,Men's Apparel,$62.00 ,78,"$4,836 ","$2,563 ",53%,Online
Sports Direct,1185732,8/6/23,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$25.00 ,124,"$3,100 ","$1,674 ",54%,Online
Amazon,1185732,8/6/23,West,Alaska,Anchorage,Men's Athletic Footwear,$52.00 ,65,"$3,380 ","$1,690 ",50%,Online
Sports Direct,1185732,8/6/23,Midwest,North Dakota,Fargo,Men's Apparel,$40.00 ,175,"$70,000 ","$24,500 ",35%,In-store
Amazon,1185732,8/6/23,Northeast,Maine,Portland,Men's Athletic Footwear,$48.00 ,60,"$2,880 ","$1,440 ",50%,Online
Amazon,1185732,8/6/23,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$44.00 ,49,"$2,156 ",$884 ,41%,Online
Kohl's,1189833,8/6/23,West,California,Los Angeles,Men's Street Footwear,$28.00 ,240,"$6,720 ","$3,091 ",46%,Outlet
West Gear,1128299,8/6/23,West,California,San Francisco,Women's Street Footwear,$52.00 ,233,"$12,116 ","$4,846 ",40%,Online
Amazon,1185732,8/6/23,West,Alaska,Anchorage,Men's Athletic Footwear,$55.00 ,250,"$137,500 ","$48,125 ",35%,Outlet
Amazon,1185732,8/6/23,Northeast,Vermont,Burlington,Men's Street Footwear,$50.00 ,600,"$300,000 ","$120,000 ",40%,In-store
Foot Locker,1185732,8/6/23,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$49.00 ,116,"$5,684 ","$1,989 ",35%,Outlet
West Gear,1128299,8/6/23,West,Oregon,Portland,Men's Street Footwear,$45.00 ,575,"$258,750 ","$90,563 ",35%,In-store
Amazon,1185732,8/6/23,Southeast,Kentucky,Louisville,Men's Athletic Footwear,$39.00 ,72,"$2,808 ","$1,320 ",47%,Online
Amazon,1185732,8/6/23,Northeast,Massachusetts,Boston,Men's Apparel,$62.00 ,84,"$5,208 ","$2,031 ",39%,Online
West Gear,1197831,8/6/23,West,Idaho,Boise,Women's Apparel,$33.00 ,116,"$3,828 ","$2,488 ",65%,Online
Amazon,1185732,8/7/23,West,Alaska,Anchorage,Women's Street Footwear,$55.00 ,300,"$165,000 ","$41,250 ",25%,Outlet
Amazon,1185732,8/7/23,Northeast,Vermont,Burlington,Men's Apparel,$70.00 ,275,"$192,500 ","$67,375 ",35%,In-store
Foot Locker,1185732,8/7/23,Northeast,Rhode Island,Providence,Men's Street Footwear,$46.00 ,143,"$6,578 ","$3,157 ",48%,Online
Kohl's,1189833,8/7/23,Midwest,Montana,Billings,Women's Athletic Footwear,$40.00 ,450,"$180,000 ","$72,000 ",40%,Outlet
Sports Direct,1197831,8/7/23,South,Tennessee,Knoxville,Men's Apparel,$29.00 ,94,"$2,726 ",$872 ,32%,Outlet
Amazon,1185732,8/7/23,Northeast,Maine,Portland,Women's Apparel,$38.00 ,68,"$2,584 ","$1,344 ",52%,Online
Foot Locker,1185732,8/7/23,Northeast,New Hampshire,Manchester,Men's Street Footwear,$75.00 ,625,"$468,750 ","$187,500 ",40%,Outlet
Sports Direct,1128299,8/7/23,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$58.00 ,189,"$10,962 ","$5,810 ",53%,Online
Kohl's,1189833,8/7/23,West,California,Los Angeles,Men's Apparel,$38.00 ,149,"$5,662 ","$3,454 ",61%,Outlet
Kohl's,1185732,8/7/23,West,Wyoming,Cheyenne,Men's Apparel,$47.00 ,126,"$5,922 ","$2,665 ",45%,Online
Foot Locker,1185732,8/7/23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$52.00 ,42,"$2,184 ","$1,005 ",46%,Online
Foot Locker,1185732,8/7/23,Northeast,Rhode Island,Providence,Men's Athletic Footwear,$45.00 ,300,"$135,000 ","$47,250 ",35%,In-store
Sports Direct,1185732,8/7/23,Midwest,Michigan,Detroit,Women's Street Footwear,$45.00 ,575,"$258,750 ","$77,625 ",30%,In-store
Amazon,1185732,8/7/23,Northeast,Vermont,Burlington,Women's Apparel,$45.00 ,93,"$4,185 ","$1,925 ",46%,Outlet
Sports Direct,1197831,8/7/23,South,Tennessee,Knoxville,Women's Athletic Footwear,$53.00 ,100,"$5,300 ","$3,710 ",70%,Online
Foot Locker,1128299,8/7/23,Southeast,Georgia,Atlanta,Men's Apparel,$64.00 ,116,"$7,424 ","$3,712 ",50%,Online
Kohl's,1128299,8/7/23,West,New Mexico,Albuquerque,Women's Athletic Footwear,$46.00 ,95,"$4,370 ","$2,141 ",49%,Online
Foot Locker,1128299,8/7/23,West,Alaska,Anchorage,Women's Street Footwear,$41.00 ,113,"$4,633 ","$1,668 ",36%,Online
Foot Locker,1185732,8/7/23,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$65.00 ,475,"$308,750 ","$154,375 ",50%,Outlet
Amazon,1185732,8/7/23,Northeast,New Hampshire,Manchester,Men's Street Footwear,$51.00 ,193,"$9,843 ","$4,331 ",44%,Outlet
Walmart,1197831,8/7/23,South,Arkansas,Little Rock,Women's Street Footwear,$43.00 ,126,"$5,418 ","$2,763 ",51%,Online
Sports Direct,1185732,8/7/23,Northeast,Connecticut,Hartford,Women's Street Footwear,$43.00 ,74,"$3,182 ","$1,273 ",40%,Online
Foot Locker,1185732,8/7/23,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$50.00 ,525,"$262,500 ","$91,875 ",35%,Online
Amazon,1185732,8/7/23,Northeast,Vermont,Burlington,Men's Athletic Footwear,$54.00 ,80,"$4,320 ","$2,419 ",56%,Online
Foot Locker,1185732,8/7/23,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$62.00 ,88,"$5,456 ","$2,401 ",44%,Online
Amazon,1185732,8/7/23,Northeast,Maine,Portland,Women's Athletic Footwear,$41.00 ,51,"$2,091 ",$878 ,42%,Online
Foot Locker,1185732,8/7/23,Midwest,Missouri,St. Louis,Women's Street Footwear,$15.00 ,300,"$45,000 ","$15,750 ",35%,In-store
Foot Locker,1185732,8/7/23,Northeast,Delaware,Wilmington,Women's Apparel,$60.00 ,450,"$270,000 ","$108,000 ",40%,In-store
Sports Direct,1128299,8/7/23,Southeast,Georgia,Atlanta,Men's Apparel,$65.00 ,450,"$292,500 ","$102,375 ",35%,Online
Foot Locker,1185732,8/7/23,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$62.00 ,143,"$8,866 ","$5,320 ",60%,Online
Foot Locker,1185732,8/8/23,Midwest,Missouri,St. Louis,Women's Apparel,$40.00 ,475,"$190,000 ","$95,000 ",50%,In-store
Sports Direct,1185732,8/8/23,South,Mississippi,Jackson,Women's Apparel,$53.00 ,178,"$9,434 ","$5,189 ",55%,Outlet
Foot Locker,1185732,8/8/23,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$47.00 ,54,"$2,538 ","$1,041 ",41%,Online
Sports Direct,1128299,8/8/23,Southeast,Georgia,Atlanta,Men's Apparel,$36.00 ,132,"$4,752 ","$1,758 ",37%,Outlet
West Gear,1197831,8/8/23,South,Arkansas,Little Rock,Women's Street Footwear,$19.00 ,102,"$1,938 ",$833 ,43%,Outlet
Foot Locker,1185732,8/8/23,Northeast,New Hampshire,Manchester,Men's Apparel,$60.00 ,54,"$3,240 ","$1,199 ",37%,Online
Foot Locker,1185732,8/8/23,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$43.00 ,46,"$1,978 ",$831 ,42%,Online
Foot Locker,1185732,8/8/23,Northeast,Connecticut,Hartford,Women's Street Footwear,$25.00 ,225,"$56,250 ","$22,500 ",40%,In-store
Sports Direct,1185732,8/8/23,Southeast,North Carolina,Charlotte,Men's Street Footwear,$70.00 ,975,"$682,500 ","$273,000 ",40%,Online
Foot Locker,1185732,8/8/23,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$55.00 ,60,"$3,300 ","$1,551 ",47%,Online
Amazon,1185732,8/8/23,Northeast,Vermont,Burlington,Women's Apparel,$29.00 ,96,"$2,784 ","$1,281 ",46%,Outlet
Kohl's,1189833,8/8/23,Midwest,Montana,Billings,Men's Apparel,$48.00 ,59,"$2,832 ","$2,039 ",72%,Online
West Gear,1185732,8/8/23,Southeast,Florida,Orlando,Women's Apparel,$35.00 ,221,"$7,735 ","$4,254 ",55%,Outlet
Foot Locker,1185732,8/8/23,Midwest,Iowa,Des Moines,Women's Apparel,$50.00 ,250,"$125,000 ","$50,000 ",40%,In-store
West Gear,1197831,8/8/23,South,Oklahoma,Oklahoma City,Women's Street Footwear,$9.00 ,80,$720 ,$360 ,50%,Online
Foot Locker,1185732,8/8/23,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$34.00 ,39,"$1,326 ",$530 ,40%,Online
Kohl's,1185732,8/8/23,Northeast,Delaware,Wilmington,Women's Apparel,$70.00 ,425,"$297,500 ","$119,000 ",40%,In-store
West Gear,1185732,8/8/23,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$10.00 ,150,"$15,000 ","$4,500 ",30%,In-store
Sports Direct,1185732,8/8/23,Northeast,Massachusetts,Boston,Men's Street Footwear,$53.00 ,129,"$6,837 ","$2,940 ",43%,Online
Kohl's,1128299,8/8/23,West,New Mexico,Albuquerque,Men's Apparel,$56.00 ,58,"$3,248 ","$1,332 ",41%,Online
Foot Locker,1185732,8/8/23,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$35.00 ,68,"$2,380 ",$762 ,32%,Outlet
Amazon,1185732,8/8/23,Midwest,Ohio,Columbus,Men's Street Footwear,$50.00 ,800,"$400,000 ","$160,000 ",40%,Online
Sports Direct,1185732,8/8/23,South,Mississippi,Jackson,Men's Athletic Footwear,$60.00 ,575,"$345,000 ","$120,750 ",35%,Online
Sports Direct,1197831,8/8/23,South,Texas,Dallas,Women's Athletic Footwear,$35.00 ,425,"$148,750 ","$59,500 ",40%,Outlet
Foot Locker,1185732,8/8/23,Midwest,Nebraska,Omaha,Men's Street Footwear,$40.00 ,400,"$160,000 ","$64,000 ",40%,Outlet
Foot Locker,1185732,8/8/23,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$24.00 ,24,$576 ,$265 ,46%,Outlet
West Gear,1128299,8/8/23,West,California,San Francisco,Women's Athletic Footwear,$53.00 ,203,"$10,759 ","$3,766 ",35%,Online
Foot Locker,1185732,8/8/23,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,300,"$150,000 ","$52,500 ",35%,Outlet
West Gear,1128299,8/8/23,South,Louisiana,New Orleans,Women's Apparel,$39.00 ,75,"$2,925 ","$1,463 ",50%,Online
Amazon,1185732,8/8/23,West,Alaska,Anchorage,Women's Apparel,$50.00 ,300,"$150,000 ","$45,000 ",30%,Outlet
Kohl's,1189833,8/9/23,Midwest,Montana,Billings,Men's Apparel,$51.00 ,113,"$5,763 ","$4,265 ",74%,Online
West Gear,1185732,8/9/23,West,Utah,Salt Lake City,Women's Street Footwear,$10.00 ,107,"$1,070 ",$439 ,41%,Outlet
Amazon,1185732,8/9/23,Northeast,Maine,Portland,Men's Apparel,$53.00 ,60,"$3,180 ","$1,208 ",38%,Online
Foot Locker,1128299,8/9/23,West,Alaska,Anchorage,Women's Athletic Footwear,$43.00 ,56,"$2,408 ",$843 ,35%,Online
West Gear,1128299,8/9/23,West,Utah,Salt Lake City,Men's Apparel,$45.00 ,150,"$67,500 ","$27,000 ",40%,In-store
Foot Locker,1128299,8/9/23,West,Wyoming,Cheyenne,Men's Athletic Footwear,$36.00 ,105,"$3,780 ","$1,739 ",46%,Online
Foot Locker,1185732,8/9/23,Northeast,West Virginia,Charleston,Men's Apparel,$65.00 ,300,"$195,000 ","$78,000 ",40%,In-store
Amazon,1185732,8/9/23,Northeast,Maine,Portland,Women's Apparel,$60.00 ,325,"$195,000 ","$78,000 ",40%,Outlet
